name,email,phone,cpf,age
Student 27002,student27002@example.com,5583986747389,94648016890,27
Student 27003,student27003@example.com,5590982738212,43604708605,18
Student 27004,student27004@example.com,5574911810284,37959046689,29
Student 27005,student27005@example.com,5548910538468,86150356442,28
Student 27006,student27006@example.com,5540918798172,00483017280,23
Student 27007,student27007@example.com,5531938331725,84003350405,27
Student 27008,student27008@example.com,5591983615727,27416322278,30
Student 27009,student27009@example.com,5557946151758,62292907232,30
Student 27010,student27010@example.com,5511947733158,62598836685,22
Student 27011,student27011@example.com,5578980421700,63817598793,28
Student 27012,student27012@example.com,5540999494535,89317927785,25
Student 27013,student27013@example.com,5577934411285,61967743606,30
Student 27014,student27014@example.com,5527937156803,28211449110,19
Student 27015,student27015@example.com,5534920666270,95679798980,25
Student 27016,student27016@example.com,5594982492433,87239449190,30
Student 27017,student27017@example.com,5574961798995,46799218460,27
Student 27018,student27018@example.com,5549926913344,13562499493,20
Student 27019,student27019@example.com,5583978384524,33091911330,26
Student 27020,student27020@example.com,5569998320364,85153493024,26
Student 27021,student27021@example.com,5580916720537,90261373897,18
Student 27022,student27022@example.com,5525911521649,48709959564,28
Student 27023,student27023@example.com,5545932124575,00887278230,19
Student 27024,student27024@example.com,5574930802652,42656567904,29
Student 27025,student27025@example.com,5537951286429,53397897130,23
Student 27026,student27026@example.com,5518936067073,39993025348,29
Student 27027,student27027@example.com,5587981127073,34807068270,24
Student 27028,student27028@example.com,5575951531299,81867834073,27
Student 27029,student27029@example.com,5531974780463,84452470262,27
Student 27030,student27030@example.com,5535967307544,00022555960,28
Student 27031,student27031@example.com,5588978127130,84319815394,24
Student 27032,student27032@example.com,5558989710832,91936105136,30
Student 27033,student27033@example.com,5532932875689,29888124030,23
Student 27034,student27034@example.com,5515972599265,75959797062,25
Student 27035,student27035@example.com,5549965990964,90626658292,30
Student 27036,student27036@example.com,5598966794315,35090262500,28
Student 27037,student27037@example.com,5553934121600,87092532388,28
Student 27038,student27038@example.com,5559944967142,52235868088,25
Student 27039,student27039@example.com,5514997281509,21344796630,21
Student 27040,student27040@example.com,5535939472915,06882289417,26
Student 27041,student27041@example.com,5511995975725,14032069964,27
Student 27042,student27042@example.com,5565915170757,93392995070,30
Student 27043,student27043@example.com,5529960325130,44302524405,26
Student 27044,student27044@example.com,5588954877227,68855859714,24
Student 27045,student27045@example.com,5592950874827,82176380711,30
Student 27046,student27046@example.com,5567937219688,99292932560,28
Student 27047,student27047@example.com,5524945178526,27559353240,19
Student 27048,student27048@example.com,5549924142988,90663189616,22
Student 27049,student27049@example.com,5535998353234,76903199047,21
Student 27050,student27050@example.com,5566936181604,75662684901,24
Student 27051,student27051@example.com,5520912262948,27337204221,23
Student 27052,student27052@example.com,5561966988187,50028088328,29
Student 27053,student27053@example.com,5569968176320,81931202990,26
Student 27054,student27054@example.com,5590966911837,53253782018,20
Student 27055,student27055@example.com,5571940229163,49802968315,28
Student 27056,student27056@example.com,5589994929542,82527315038,25
Student 27057,student27057@example.com,5545994416536,97746034357,28
Student 27058,student27058@example.com,5531954611198,65503392787,25
Student 27059,student27059@example.com,5512989512100,89928221383,22
Student 27060,student27060@example.com,5518939463197,24423349680,19
Student 27061,student27061@example.com,5550948168910,36041089001,24
Student 27062,student27062@example.com,5570910282485,23306046299,26
Student 27063,student27063@example.com,5513981321387,81193493005,28
Student 27064,student27064@example.com,5535994229561,41601990626,19
Student 27065,student27065@example.com,5543920677036,06995006992,27
Student 27066,student27066@example.com,5579981489346,47178797320,22
Student 27067,student27067@example.com,5527974358338,92143361130,23
Student 27068,student27068@example.com,5565947905741,29435732054,20
Student 27069,student27069@example.com,5572995104680,86301443438,19
Student 27070,student27070@example.com,5519927069328,31781032106,28
Student 27071,student27071@example.com,5534918723682,12350683400,24
Student 27072,student27072@example.com,5540961274199,43283531447,19
Student 27073,student27073@example.com,5525938115072,61660940516,26
Student 27074,student27074@example.com,5524917072779,70179061950,18
Student 27075,student27075@example.com,5522954732998,83028509180,21
Student 27076,student27076@example.com,5521996406591,15182443358,27
Student 27077,student27077@example.com,5526939037228,43077838834,22
Student 27078,student27078@example.com,5528996705009,14943871070,29
Student 27079,student27079@example.com,5526960074316,95808650437,26
Student 27080,student27080@example.com,5539950606900,44030138306,21
Student 27081,student27081@example.com,5555986350653,66110483168,22
Student 27082,student27082@example.com,5523986088195,05153919480,25
Student 27083,student27083@example.com,5545914316495,50663828368,22
Student 27084,student27084@example.com,5535918332350,60176891692,19
Student 27085,student27085@example.com,5561914379832,69533268751,25
Student 27086,student27086@example.com,5556994902876,45015286058,20
Student 27087,student27087@example.com,5559945531526,23657146768,20
Student 27088,student27088@example.com,5542971595536,45299149336,27
Student 27089,student27089@example.com,5563981579401,11778128866,29
Student 27090,student27090@example.com,5547955300868,41162623829,20
Student 27091,student27091@example.com,5586924893225,51575871807,20
Student 27092,student27092@example.com,5545918384244,69633115604,28
Student 27093,student27093@example.com,5557970337094,81868561887,19
Student 27094,student27094@example.com,5595918664077,10894733702,20
Student 27095,student27095@example.com,5527934998156,60047045981,24
Student 27096,student27096@example.com,5552999591943,07535741363,23
Student 27097,student27097@example.com,5541918522395,49478207997,20
Student 27098,student27098@example.com,5553928850054,83641949335,19
Student 27099,student27099@example.com,5515931921942,86422221584,29
Student 27100,student27100@example.com,5523970835245,19653253786,22
Student 27101,student27101@example.com,5590989124078,89489105821,25
Student 27102,student27102@example.com,5584958738269,07835439808,30
Student 27103,student27103@example.com,5539922023462,56788822956,18
Student 27104,student27104@example.com,5578931464328,90111812712,18
Student 27105,student27105@example.com,5568986920580,23321384809,24
Student 27106,student27106@example.com,5549974377004,78426080324,18
Student 27107,student27107@example.com,5561920865367,69597262398,21
Student 27108,student27108@example.com,5518916529144,46771086259,21
Student 27109,student27109@example.com,5520964749024,02542689946,28
Student 27110,student27110@example.com,5518924646602,67249276689,22
Student 27111,student27111@example.com,5593969141242,40689466048,30
Student 27112,student27112@example.com,5573910524862,74514157597,22
Student 27113,student27113@example.com,5567956594172,75783255661,23
Student 27114,student27114@example.com,5587916949763,59298828780,18
Student 27115,student27115@example.com,5537915110300,23779174707,22
Student 27116,student27116@example.com,5528984733109,33292579031,25
Student 27117,student27117@example.com,5567919763464,55783710270,28
Student 27118,student27118@example.com,5530998785148,95313396196,29
Student 27119,student27119@example.com,5561919603410,56470776760,30
Student 27120,student27120@example.com,5561969861502,60076350827,23
Student 27121,student27121@example.com,5524995715517,92176237331,20
Student 27122,student27122@example.com,5586929467204,97274219898,29
Student 27123,student27123@example.com,5551911489266,46740011290,28
Student 27124,student27124@example.com,5532926432131,00046978984,25
Student 27125,student27125@example.com,5556978377099,30024786799,18
Student 27126,student27126@example.com,5535984015568,21591171610,25
Student 27127,student27127@example.com,5577966368137,79965838976,29
Student 27128,student27128@example.com,5523933152788,22529291462,29
Student 27129,student27129@example.com,5517931181362,66305817413,20
Student 27130,student27130@example.com,5592915534480,76347401878,27
Student 27131,student27131@example.com,5553981767941,44551233935,21
Student 27132,student27132@example.com,5519917433649,43656982490,29
Student 27133,student27133@example.com,5538953152962,18452875843,22
Student 27134,student27134@example.com,5547931896899,57014290401,21
Student 27135,student27135@example.com,5553939852713,51028881452,24
Student 27136,student27136@example.com,5596971149006,71231180226,23
Student 27137,student27137@example.com,5566992272796,08891686875,20
Student 27138,student27138@example.com,5515991586604,89415073403,18
Student 27139,student27139@example.com,5547928489491,48580467969,23
Student 27140,student27140@example.com,5596991722095,10945753802,23
Student 27141,student27141@example.com,5547997344292,34143329816,29
Student 27142,student27142@example.com,5574945538638,08766861535,20
Student 27143,student27143@example.com,5536997931198,55502687791,19
Student 27144,student27144@example.com,5556966786836,73862486524,25
Student 27145,student27145@example.com,5541920830372,53109227096,20
Student 27146,student27146@example.com,5558956758216,84350060936,23
Student 27147,student27147@example.com,5514916280797,83793564207,28
Student 27148,student27148@example.com,5527956970746,14876884315,27
Student 27149,student27149@example.com,5597935905589,66471572980,28
Student 27150,student27150@example.com,5533932683058,74440454615,29
Student 27151,student27151@example.com,5534947822308,53139994516,20
Student 27152,student27152@example.com,5527980116930,96743820890,23
Student 27153,student27153@example.com,5569983045981,55942215570,29
Student 27154,student27154@example.com,5557955715296,38211982900,22
Student 27155,student27155@example.com,5529960593934,76640770520,23
Student 27156,student27156@example.com,5586989798694,19789116705,27
Student 27157,student27157@example.com,5540910219066,07879782567,26
Student 27158,student27158@example.com,5590995433902,01531367402,29
Student 27159,student27159@example.com,5568910811958,05584060925,29
Student 27160,student27160@example.com,5581994160570,87494038930,27
Student 27161,student27161@example.com,5561934802463,09724357864,20
Student 27162,student27162@example.com,5521960972193,32947423208,18
Student 27163,student27163@example.com,5568928420328,46465778440,21
Student 27164,student27164@example.com,5522927968293,87877281765,20
Student 27165,student27165@example.com,5512948716727,25021436910,23
Student 27166,student27166@example.com,5528978455492,59842270963,28
Student 27167,student27167@example.com,5598982666729,28110228720,22
Student 27168,student27168@example.com,5583995134939,05842950731,19
Student 27169,student27169@example.com,5520980637414,98350919353,25
Student 27170,student27170@example.com,5583977371599,02657870333,18
Student 27171,student27171@example.com,5530947656354,28143149048,23
Student 27172,student27172@example.com,5563996241878,42099710651,22
Student 27173,student27173@example.com,5566914483164,41643095129,28
Student 27174,student27174@example.com,5532949628136,33950598634,30
Student 27175,student27175@example.com,5565922601544,58022358967,25
Student 27176,student27176@example.com,5578943996691,25119975763,18
Student 27177,student27177@example.com,5573962414990,23158716119,25
Student 27178,student27178@example.com,5565928242662,67435397750,27
Student 27179,student27179@example.com,5563923740441,12409145396,28
Student 27180,student27180@example.com,5522953790930,63701748900,29
Student 27181,student27181@example.com,5547963374419,49328830486,28
Student 27182,student27182@example.com,5545972091114,18114371765,27
Student 27183,student27183@example.com,5584986017759,41701915286,30
Student 27184,student27184@example.com,5597967333173,32390549063,26
Student 27185,student27185@example.com,5565926708477,05109291098,26
Student 27186,student27186@example.com,5516934873432,31756850135,19
Student 27187,student27187@example.com,5592952183633,62280686368,24
Student 27188,student27188@example.com,5531920849418,83727192844,27
Student 27189,student27189@example.com,5512997511098,19202909903,21
Student 27190,student27190@example.com,5596952164354,06297961301,27
Student 27191,student27191@example.com,5514963787318,46897608025,25
Student 27192,student27192@example.com,5524917537087,04923290870,18
Student 27193,student27193@example.com,5529995536262,09613960759,25
Student 27194,student27194@example.com,5580946050774,54779732182,21
Student 27195,student27195@example.com,5533977394727,41547637684,20
Student 27196,student27196@example.com,5557992020602,12871925054,18
Student 27197,student27197@example.com,5539949282886,03152616090,30
Student 27198,student27198@example.com,5578953230946,14259155318,29
Student 27199,student27199@example.com,5567994824940,82022543963,20
Student 27200,student27200@example.com,5544932236127,15693318630,29
Student 27201,student27201@example.com,5541942064567,96168325069,21
Student 27202,student27202@example.com,5572957683954,82880242380,22
Student 27203,student27203@example.com,5516995058420,14977331893,20
Student 27204,student27204@example.com,5563991216426,30797283609,30
Student 27205,student27205@example.com,5549967472870,37037425265,23
Student 27206,student27206@example.com,5560952843673,01510201670,20
Student 27207,student27207@example.com,5531991104411,46991486388,21
Student 27208,student27208@example.com,5534996507257,91547348941,24
Student 27209,student27209@example.com,5579964839622,81213398983,21
Student 27210,student27210@example.com,5596929459807,05371233504,19
Student 27211,student27211@example.com,5548927727136,88216218630,27
Student 27212,student27212@example.com,5598973222075,84168422992,22
Student 27213,student27213@example.com,5521983424246,23065012383,25
Student 27214,student27214@example.com,5538984232751,39073256569,24
Student 27215,student27215@example.com,5571948810332,01779450443,22
Student 27216,student27216@example.com,5557964506172,13626891305,25
Student 27217,student27217@example.com,5561983347380,38680222364,21
Student 27218,student27218@example.com,5593930611136,74292422605,24
Student 27219,student27219@example.com,5580983719585,26711921429,23
Student 27220,student27220@example.com,5521963338571,24100615914,29
Student 27221,student27221@example.com,5540974933693,48762800108,29
Student 27222,student27222@example.com,5563947968301,29689227181,24
Student 27223,student27223@example.com,5561956410785,38737638696,25
Student 27224,student27224@example.com,5514980000428,91124576550,25
Student 27225,student27225@example.com,5518953503387,50727847627,23
Student 27226,student27226@example.com,5573977239832,52557440507,18
Student 27227,student27227@example.com,5591957579886,29423914217,20
Student 27228,student27228@example.com,5544921675056,59077063927,22
Student 27229,student27229@example.com,5518949714601,74681422037,19
Student 27230,student27230@example.com,5513920442531,53438543540,18
Student 27231,student27231@example.com,5538928580863,48647973232,20
Student 27232,student27232@example.com,5552973189019,03048284915,19
Student 27233,student27233@example.com,5585951148454,06263526653,18
Student 27234,student27234@example.com,5548959441970,45581286906,28
Student 27235,student27235@example.com,5526949081335,83685248227,25
Student 27236,student27236@example.com,5546936191182,10192600761,29
Student 27237,student27237@example.com,5589989707342,65994534730,30
Student 27238,student27238@example.com,5539978518825,07132807358,30
Student 27239,student27239@example.com,5551966340452,68452720343,25
Student 27240,student27240@example.com,5549916785941,22876199254,26
Student 27241,student27241@example.com,5577913049867,50657089753,21
Student 27242,student27242@example.com,5513972239732,41123794391,18
Student 27243,student27243@example.com,5529960134124,64324857970,20
Student 27244,student27244@example.com,5582942779166,70540019070,25
Student 27245,student27245@example.com,5592986509536,86785898331,23
Student 27246,student27246@example.com,5578985199700,50749910216,27
Student 27247,student27247@example.com,5536990238467,45709229962,23
Student 27248,student27248@example.com,5586964740785,96426198498,30
Student 27249,student27249@example.com,5526937618015,91916637841,23
Student 27250,student27250@example.com,5573958638417,37222449191,23
Student 27251,student27251@example.com,5513985041522,17286579975,18
Student 27252,student27252@example.com,5590936430285,50442329636,23
Student 27253,student27253@example.com,5541969836298,34249872475,26
Student 27254,student27254@example.com,5575934964089,66719474146,26
Student 27255,student27255@example.com,5545992871215,61231515414,24
Student 27256,student27256@example.com,5539997298333,04821631512,19
Student 27257,student27257@example.com,5556932142853,69033547007,20
Student 27258,student27258@example.com,5546958163567,34779628776,18
Student 27259,student27259@example.com,5520950468312,99500044978,18
Student 27260,student27260@example.com,5598922216759,54725614424,18
Student 27261,student27261@example.com,5591994593117,92695438540,21
Student 27262,student27262@example.com,5542926853401,71435184173,25
Student 27263,student27263@example.com,5562975123619,23074622601,25
Student 27264,student27264@example.com,5530942090477,32386039730,24
Student 27265,student27265@example.com,5527989804581,92946544940,30
Student 27266,student27266@example.com,5551914980175,48781206143,22
Student 27267,student27267@example.com,5550940426201,17401037777,23
Student 27268,student27268@example.com,5585962482129,40173602460,20
Student 27269,student27269@example.com,5536911676354,05624632592,23
Student 27270,student27270@example.com,5589967643996,82710279649,24
Student 27271,student27271@example.com,5556970666914,67802013089,20
Student 27272,student27272@example.com,5596945803802,94463452198,20
Student 27273,student27273@example.com,5564998423677,26374374487,18
Student 27274,student27274@example.com,5550986415512,38088976359,18
Student 27275,student27275@example.com,5515972434486,31821704495,19
Student 27276,student27276@example.com,5598952950400,81054251061,27
Student 27277,student27277@example.com,5577957600477,30948448806,21
Student 27278,student27278@example.com,5582997785268,60730764010,28
Student 27279,student27279@example.com,5569949974405,02070813797,28
Student 27280,student27280@example.com,5567996807886,73354722029,28
Student 27281,student27281@example.com,5578937311042,14585018174,30
Student 27282,student27282@example.com,5565955055290,57172425650,26
Student 27283,student27283@example.com,5531988672196,27875824605,29
Student 27284,student27284@example.com,5549916699436,92045612708,19
Student 27285,student27285@example.com,5548995721695,57318195212,28
Student 27286,student27286@example.com,5563910365033,15620277607,20
Student 27287,student27287@example.com,5560998659051,30011387696,30
Student 27288,student27288@example.com,5556948767547,97384302757,26
Student 27289,student27289@example.com,5551942696200,34470213063,20
Student 27290,student27290@example.com,5585919346005,31642769746,25
Student 27291,student27291@example.com,5594954820645,65513879778,26
Student 27292,student27292@example.com,5519991688504,48053092373,28
Student 27293,student27293@example.com,5526936598334,30918191670,19
Student 27294,student27294@example.com,5581979457198,53796942091,29
Student 27295,student27295@example.com,5540913554460,07057593341,19
Student 27296,student27296@example.com,5596979150840,69216947802,25
Student 27297,student27297@example.com,5598992572212,88273770508,27
Student 27298,student27298@example.com,5521933666877,00377802476,27
Student 27299,student27299@example.com,5514929960813,90733000533,20
Student 27300,student27300@example.com,5591930825582,72556138378,30
Student 27301,student27301@example.com,5589977714458,93540614516,19
Student 27302,student27302@example.com,5591990508487,12688233920,29
Student 27303,student27303@example.com,5534984057273,94114142495,26
Student 27304,student27304@example.com,5539928033488,66938922721,20
Student 27305,student27305@example.com,5569931121204,73666178812,23
Student 27306,student27306@example.com,5579937288446,18831970585,30
Student 27307,student27307@example.com,5596924525895,04937797522,27
Student 27308,student27308@example.com,5528966118821,94612435451,30
Student 27309,student27309@example.com,5524944805375,73362908683,23
Student 27310,student27310@example.com,5536919628696,05709476420,29
Student 27311,student27311@example.com,5550986365085,67515337486,28
Student 27312,student27312@example.com,5595942321208,68439054394,25
Student 27313,student27313@example.com,5526923376375,04417726922,28
Student 27314,student27314@example.com,5595916259378,70140560343,24
Student 27315,student27315@example.com,5556949580289,19967791500,27
Student 27316,student27316@example.com,5561933611266,16712835461,20
Student 27317,student27317@example.com,5593935399035,65459124964,22
Student 27318,student27318@example.com,5575997597049,48598725846,27
Student 27319,student27319@example.com,5540937995730,26896118130,21
Student 27320,student27320@example.com,5595965865453,47399554749,22
Student 27321,student27321@example.com,5572923836383,62052425080,22
Student 27322,student27322@example.com,5558946729274,87018317126,23
Student 27323,student27323@example.com,5585968424464,79176532429,23
Student 27324,student27324@example.com,5523997190918,19019335634,29
Student 27325,student27325@example.com,5588990114971,81118957806,25
Student 27326,student27326@example.com,5545980759918,43879847754,27
Student 27327,student27327@example.com,5581941303884,63113046190,27
Student 27328,student27328@example.com,5540998105515,42629478904,26
Student 27329,student27329@example.com,5536938794101,60849332974,27
Student 27330,student27330@example.com,5526976478813,76202631953,23
Student 27331,student27331@example.com,5513926354533,66805747309,18
Student 27332,student27332@example.com,5567922892343,18943466102,29
Student 27333,student27333@example.com,5528985212709,83353822470,29
Student 27334,student27334@example.com,5581958796859,68944667349,24
Student 27335,student27335@example.com,5594913624318,34611863760,24
Student 27336,student27336@example.com,5564975713693,34284156470,25
Student 27337,student27337@example.com,5566949930159,39671114580,21
Student 27338,student27338@example.com,5533996675080,28174394060,26
Student 27339,student27339@example.com,5598969631905,55701102750,28
Student 27340,student27340@example.com,5571974257279,02526015995,22
Student 27341,student27341@example.com,5530991533315,04518283481,27
Student 27342,student27342@example.com,5554915133292,89623802420,19
Student 27343,student27343@example.com,5593971958529,13149432600,21
Student 27344,student27344@example.com,5537951920335,53318308382,24
Student 27345,student27345@example.com,5544994575561,14293608524,18
Student 27346,student27346@example.com,5556926700940,22378304447,21
Student 27347,student27347@example.com,5580984396712,08193492080,24
Student 27348,student27348@example.com,5517940932794,21594890501,24
Student 27349,student27349@example.com,5595963189101,78388110233,19
Student 27350,student27350@example.com,5599917063522,02571602136,18
Student 27351,student27351@example.com,5553949658567,29338400140,26
Student 27352,student27352@example.com,5516984781192,34661529170,20
Student 27353,student27353@example.com,5568936676656,95472702224,27
Student 27354,student27354@example.com,5539936262193,97350290144,28
Student 27355,student27355@example.com,5539945633341,72494888484,18
Student 27356,student27356@example.com,5561917258253,31076457371,25
Student 27357,student27357@example.com,5574973222759,13003700766,25
Student 27358,student27358@example.com,5511966202711,84350084282,29
Student 27359,student27359@example.com,5575923727556,66077162027,22
Student 27360,student27360@example.com,5516954739862,10304130290,29
Student 27361,student27361@example.com,5582936337153,71740604202,19
Student 27362,student27362@example.com,5511948988861,56386627156,27
Student 27363,student27363@example.com,5587988136474,38910670703,23
Student 27364,student27364@example.com,5516974254913,04177868752,30
Student 27365,student27365@example.com,5517936480825,09496753264,29
Student 27366,student27366@example.com,5592951268221,93237917680,20
Student 27367,student27367@example.com,5549934914380,63581851369,18
Student 27368,student27368@example.com,5579956816336,49561255936,30
Student 27369,student27369@example.com,5581953860950,02250930228,29
Student 27370,student27370@example.com,5590924077104,64595480130,23
Student 27371,student27371@example.com,5520920270845,73790230120,25
Student 27372,student27372@example.com,5565951311035,93814133714,24
Student 27373,student27373@example.com,5597967928888,91917746083,25
Student 27374,student27374@example.com,5586956752985,23300347254,26
Student 27375,student27375@example.com,5537950920672,27614679903,20
Student 27376,student27376@example.com,5535969261965,38102176547,30
Student 27377,student27377@example.com,5563970738672,55540514483,23
Student 27378,student27378@example.com,5574975859775,94714147501,26
Student 27379,student27379@example.com,5576986553189,05137193690,26
Student 27380,student27380@example.com,5588958756890,74627511434,23
Student 27381,student27381@example.com,5549932134260,84988619931,30
Student 27382,student27382@example.com,5561986597445,31775358500,25
Student 27383,student27383@example.com,5584946577651,36823159693,29
Student 27384,student27384@example.com,5532931546691,08306856775,28
Student 27385,student27385@example.com,5532973171024,22550109848,27
Student 27386,student27386@example.com,5546983919563,76942434736,18
Student 27387,student27387@example.com,5587998032528,85987657830,24
Student 27388,student27388@example.com,5534986771006,61808830334,18
Student 27389,student27389@example.com,5594932696377,87329411701,20
Student 27390,student27390@example.com,5583991006250,88681039237,19
Student 27391,student27391@example.com,5574963138123,18011620509,27
Student 27392,student27392@example.com,5555983132160,11745521909,18
Student 27393,student27393@example.com,5518995564107,40600828646,24
Student 27394,student27394@example.com,5537970235445,17555724413,22
Student 27395,student27395@example.com,5542972115781,19441174408,20
Student 27396,student27396@example.com,5516996557120,33847051571,23
Student 27397,student27397@example.com,5582930217842,08600685958,20
Student 27398,student27398@example.com,5554966773857,24347891024,26
Student 27399,student27399@example.com,5575931080421,08677847685,20
Student 27400,student27400@example.com,5566962498314,62933544350,30
Student 27401,student27401@example.com,5594935331386,89756905557,20
Student 27402,student27402@example.com,5566939513596,89350509970,20
Student 27403,student27403@example.com,5599934754461,93561824935,25
Student 27404,student27404@example.com,5550925292627,25175235842,29
Student 27405,student27405@example.com,5546990582646,86771089479,19
Student 27406,student27406@example.com,5596989238604,88345716300,22
Student 27407,student27407@example.com,5531951487530,90994419163,19
Student 27408,student27408@example.com,5581952805842,49138284448,21
Student 27409,student27409@example.com,5540999480181,29574053180,24
Student 27410,student27410@example.com,5559968620644,80931625939,18
Student 27411,student27411@example.com,5546927714414,39305922589,27
Student 27412,student27412@example.com,5569988030669,40195516699,20
Student 27413,student27413@example.com,5590972024867,16700127866,28
Student 27414,student27414@example.com,5555962995156,64613490227,24
Student 27415,student27415@example.com,5578980945488,95474370970,22
Student 27416,student27416@example.com,5566921373389,66589487391,23
Student 27417,student27417@example.com,5596953362614,91628239735,20
Student 27418,student27418@example.com,5511933344250,35032429880,23
Student 27419,student27419@example.com,5560965219488,72946894665,22
Student 27420,student27420@example.com,5528936279937,70108712729,22
Student 27421,student27421@example.com,5554992652865,93860557408,30
Student 27422,student27422@example.com,5541916570614,34675936580,24
Student 27423,student27423@example.com,5532959838225,91104785234,18
Student 27424,student27424@example.com,5554999234718,31174423242,18
Student 27425,student27425@example.com,5561982462666,08369625401,20
Student 27426,student27426@example.com,5576951864419,05434782119,20
Student 27427,student27427@example.com,5597935537581,68654974737,25
Student 27428,student27428@example.com,5590961802677,14444728523,21
Student 27429,student27429@example.com,5512915851271,22098769407,26
Student 27430,student27430@example.com,5522984785779,24929200385,30
Student 27431,student27431@example.com,5578993210988,58498913667,25
Student 27432,student27432@example.com,5581984823086,82651368970,19
Student 27433,student27433@example.com,5558926477177,92277316288,30
Student 27434,student27434@example.com,5534929935900,30023849924,30
Student 27435,student27435@example.com,5584919509386,45522507608,20
Student 27436,student27436@example.com,5528965800533,61520380305,21
Student 27437,student27437@example.com,5577929133007,32648195548,24
Student 27438,student27438@example.com,5529974411220,90807603155,30
Student 27439,student27439@example.com,5595956886417,02439841030,26
Student 27440,student27440@example.com,5551968742683,08077888992,30
Student 27441,student27441@example.com,5570995078732,78334276834,29
Student 27442,student27442@example.com,5532993904302,65330908795,30
Student 27443,student27443@example.com,5598972888883,94949080075,20
Student 27444,student27444@example.com,5541949212054,92170779922,25
Student 27445,student27445@example.com,5579919498501,40503409685,29
Student 27446,student27446@example.com,5518929677007,65029755187,24
Student 27447,student27447@example.com,5529937619242,69652292419,23
Student 27448,student27448@example.com,5599980212863,53807371370,22
Student 27449,student27449@example.com,5575949466446,51175530395,30
Student 27450,student27450@example.com,5537980751334,88915927141,24
Student 27451,student27451@example.com,5552936901790,44050726203,21
Student 27452,student27452@example.com,5568944824345,32683899459,23
Student 27453,student27453@example.com,5584951079768,40888630700,30
Student 27454,student27454@example.com,5531989522331,82555874119,18
Student 27455,student27455@example.com,5529992390565,25841417444,25
Student 27456,student27456@example.com,5531910429661,86881806108,22
Student 27457,student27457@example.com,5556930170228,87336580050,28
Student 27458,student27458@example.com,5590924300365,97211918764,28
Student 27459,student27459@example.com,5551927659526,64746625654,27
Student 27460,student27460@example.com,5599938155300,00331278243,20
Student 27461,student27461@example.com,5511922588661,82712092562,21
Student 27462,student27462@example.com,5565913265640,56212128510,28
Student 27463,student27463@example.com,5514910206870,83420772505,25
Student 27464,student27464@example.com,5584967778333,62148614525,19
Student 27465,student27465@example.com,5548959598266,12164303300,18
Student 27466,student27466@example.com,5542942033598,52789558809,21
Student 27467,student27467@example.com,5521940896206,50727723065,29
Student 27468,student27468@example.com,5570950380737,16413442964,24
Student 27469,student27469@example.com,5560983462104,25265819401,29
Student 27470,student27470@example.com,5567961965710,68022537802,30
Student 27471,student27471@example.com,5545973441936,11961547082,20
Student 27472,student27472@example.com,5593916342154,12189317878,30
Student 27473,student27473@example.com,5599995479692,33212165073,18
Student 27474,student27474@example.com,5522968331464,20106406086,29
Student 27475,student27475@example.com,5553937119132,88888385118,23
Student 27476,student27476@example.com,5599973457940,76319045370,26
Student 27477,student27477@example.com,5511977027754,30285630377,24
Student 27478,student27478@example.com,5591992680853,07019110509,28
Student 27479,student27479@example.com,5583959414199,68946994371,18
Student 27480,student27480@example.com,5524961179977,70086467808,30
Student 27481,student27481@example.com,5562919279754,15056571997,30
Student 27482,student27482@example.com,5530994267746,34361110239,20
Student 27483,student27483@example.com,5512934496945,00075231654,29
Student 27484,student27484@example.com,5530942342524,80714731706,19
Student 27485,student27485@example.com,5574991398455,74422362860,24
Student 27486,student27486@example.com,5558979905450,85702376935,18
Student 27487,student27487@example.com,5544930489838,44847508211,20
Student 27488,student27488@example.com,5514955229482,14011974854,24
Student 27489,student27489@example.com,5566969877956,16740155267,30
Student 27490,student27490@example.com,5543988700646,78940247329,29
Student 27491,student27491@example.com,5557947635606,20076948919,19
Student 27492,student27492@example.com,5537988390787,34148638710,27
Student 27493,student27493@example.com,5594959761560,16142593309,30
Student 27494,student27494@example.com,5574919604760,01219716944,20
Student 27495,student27495@example.com,5511930157747,14769006713,29
Student 27496,student27496@example.com,5541919224598,97888746497,30
Student 27497,student27497@example.com,5591980439039,68908427660,24
Student 27498,student27498@example.com,5563978833934,26967586467,26
Student 27499,student27499@example.com,5529921560359,80222088923,30
Student 27500,student27500@example.com,5512930925356,32160631868,19
Student 27501,student27501@example.com,5585965473340,40950061700,19
Student 27502,student27502@example.com,5515928394634,13619984662,25
Student 27503,student27503@example.com,5512913445482,80165880180,20
Student 27504,student27504@example.com,5594945004121,26178025580,19
Student 27505,student27505@example.com,5595910000392,74671045109,18
Student 27506,student27506@example.com,5593942894358,34425027990,23
Student 27507,student27507@example.com,5562932075301,91265537402,27
Student 27508,student27508@example.com,5546939716898,88103758906,19
Student 27509,student27509@example.com,5577922620412,31431901326,27
Student 27510,student27510@example.com,5591992337882,65600735723,18
Student 27511,student27511@example.com,5522957878077,11347505440,20
Student 27512,student27512@example.com,5515959914398,81584245620,25
Student 27513,student27513@example.com,5595945876797,12620622417,19
Student 27514,student27514@example.com,5538970685614,68839033564,30
Student 27515,student27515@example.com,5588929426121,96349911300,27
Student 27516,student27516@example.com,5577969524772,65566409210,22
Student 27517,student27517@example.com,5519934777167,80518927717,22
Student 27518,student27518@example.com,5537978069282,70783229240,24
Student 27519,student27519@example.com,5568961147025,39807673453,30
